ds,Milk,Chips,Toothpaste,Honey
2020-02-19,23.281575084130154,22.884228914708817,46.68024257175241,23.256199331431844
2020-02-20,22.864626204361244,22.89303531479043,46.45711131270035,23.789471695656655
2020-02-21,23.75451643713282,23.50684878716237,46.370206914627275,23.1850131590353
2020-02-22,23.177597367408385,22.932113038060162,46.451378770716865,23.617326950362397
2020-02-23,23.438387035543755,23.38358258056429,46.29623149702683,22.749383692233685
2020-02-24,23.125865286711743,22.417598928034476,47.210852998916984,22.6788062941153
2020-02-25,23.216614714393906,22.905046461230718,46.79510008993972,23.786267868276315
2020-02-26,23.301067429297795,22.725566438195365,47.30659900899354,23.244209472843377
2020-02-27,22.82378449423517,22.769939753275008,47.00234185301623,23.73379819495582
2020-02-28,23.65327181330858,23.423790008783655,46.818695076767874,23.088553215912793
2020-02-29,23.017510562081263,22.892174763570626,46.79010623151744,23.484163008543334
2020-03-01,23.22259443879021,23.388374108492105,46.515154938984715,22.58467747290819
2020-03-02,22.858980027657683,22.46721363255438,47.30319865063534,22.488660486049515
2020-03-03,22.904585935862883,22.99806798726655,46.757567817941634,23.577558924874904
2020-03-04,22.95100220487969,22.859122068047466,47.13947032313005,23.024395826024517
2020-03-05,22.44373793115242,22.939798993162373,46.70948884512064,23.51070894039068
2020-03-06,23.252011815331986,23.624505083878763,46.407490050023824,22.87016293645161
2020-03-07,22.604264458982776,23.11725845655409,46.27123451957517,23.27835886410345
2020-03-08,22.806785200679993,23.630509266634576,45.90233608278222,22.39902498088697
2020-03-09,22.44996005828204,22.718487734347242,46.61282362284607,22.33017453678771
2020-03-10,22.511376470425063,23.2502254289605,46.0082622899783,23.452486516628557
2020-03-11,22.582046124130947,23.103826324280888,46.35159599360279,22.938016763440135
2020-03-12,22.106673351359156,23.168896538575318,45.90459653592049,23.46716032428878
2020-03-13,22.95347313676367,23.830282941288807,45.607739580204914,22.872292690937165
2020-03-14,22.349716675062883,23.29268746202837,45.49879725252107,23.327612814016586
2020-03-15,22.600396212578264,23.769465604773277,45.17879648512883,22.495371127377386
2020-03-16,22.294514538372482,22.81594598400583,45.95859616305098,22.472067203769132
2020-03-17,22.40823350939636,23.302417249095733,45.44203954169117,23.63687198236396
2020-03-18,22.53114152125445,23.108359974299457,45.88984290867973,23.160380877272356
2020-03-19,22.10656600761407,23.12483363512486,45.56110454016153,23.721617469351887
2020-03-20,23.001433629766566,23.738170167164217,45.39325245994709,23.15171432005468
2020-03-21,22.441854775630382,23.15454232299044,45.420718790266434,23.623792689345276
2020-03-22,22.731822886303533,23.58871673487602,45.24098752491337,22.799223364717626
2020-03-23,22.45953289971895,22.59732988730568,46.16126630562085,22.77385228877392
2020-03-24,22.600552294103085,23.051834693301267,45.78173605629765,23.926445113961424
2020-03-25,22.744103943657155,22.832696480380356,46.35953677555277,23.427456326960787
2020-03-26,22.333386395082538,22.831749599033145,46.15037088079914,23.956042142323373
2020-03-27,23.235433992116395,23.43586707303676,46.08854004513943,23.34374338061468
2020-03-28,22.676693480826422,22.85151223347944,46.20570090991644,23.76435997859973
2020-03-29,22.961707875757252,23.293482752387714,46.096984325264636,22.880199397997412
2020-03-30,22.679412379110385,22.318185554103778,47.06772680860065,22.788282873413262
2020-03-31,22.806276564471318,22.796590330993375,46.716766523299505,23.868764069212897
2020-04-01,22.932552970264094,22.608440259026036,47.30046090574002,23.29366640644654
2020-04-02,22.50255882020731,22.644630679565534,47.07430657241956,23.743859039480604
2020-04-03,23.384494548189018,23.29090749708708,46.97297711611675,23.052698619690027
2020-04-04,22.805977114106646,22.75245336252258,47.0290642775526,23.39585953318502
2020-04-05,23.072680305781624,23.242671009203157,46.83916767850779,22.437536009180903
2020-04-06,22.77458825170974,22.31650102580868,47.71058275174677,22.276601230272334
2020-04-07,22.889097761127708,22.84342048989216,47.244540497720706,23.29497923422345
2020-04-08,23.00723097005411,22.70169968460942,47.70015786608482,22.666337084676208
2020-04-09,22.57388622980003,22.7808262633809,47.335981355686044,23.073018471364893
2020-04-10,23.457631981702978,23.4652472241121,47.08994163873013,22.349646990430543
2020-04-11,22.88622248313698,22.958995429920176,46.998007062779074,22.672922808195278
2020-04-12,23.165228241635877,23.47450880597184,46.660183686110706,21.707796996855844
2020-04-13,22.884287792128596,22.565978392679074,47.387113982247826,21.55360941729109
2020-04-14,23.020216662059724,23.10237073974249,46.78323030677832,22.59244651176893
2020-04-15,23.163234786868387,22.961701122141683,47.11062427256156,21.997826878755244
2020-04-16,22.75724007685022,23.033466415214406,46.63051680757741,22.451635983150418
2020-04-17,23.669632208032844,23.70238769927754,46.28314864056005,21.787738250742777
2020-04-18,23.126864666494708,23.17302928145611,46.1063807213373,22.18179004600887
2020-04-19,23.433116841755762,23.658602460481227,45.70165355121828,21.29743742295718
2020-04-20,23.17659157205114,22.71429065016248,46.38055851240536,21.232483940434186
2020-04-21,23.332672534744532,23.21024201020193,45.74797784919663,22.367284154182165
2020-04-22,23.49020136946472,23.02580693483049,46.06595460966438,21.873469752479664
2020-04-23,23.091800556980303,23.051930292017225,45.59517707363084,22.430928665128434
2020-04-24,24.003744617123402,23.67484968824138,45.274896777302686,21.871464267411817
2020-04-25,23.45155610789424,23.100667768173004,45.141568634949955,22.36865698440448
2020-04-26,23.73871676840527,23.544108273369424,44.7948607905357,21.584110954170995
2020-04-27,23.452997883311944,22.561793909645473,45.54428565190705,21.61366980539634
2020-04-28,23.56964310668696,23.02519359842062,44.99240688111207,22.83585595344159
2020-04-29,23.677662684870384,22.814817839641258,45.39878158450067,22.420639232694317
2020-04-30,23.22016439205165,22.82257336517434,45.02152004021537,23.046454135279266
2020-05-01,24.06422329621649,23.435429514626,44.79727982711391,22.5438918344672
2020-05-02,23.43646667227877,22.859965335507425,44.75998061776621,23.08558849597762
2020-05-03,23.641764529113452,23.311107930413435,44.50688510469827,22.332491894573096
2020-05-04,23.269530241613197,22.34540068072053,45.34529548577562,22.38008992771502
2020-05-05,23.296865220069847,22.833949265492187,44.87581845073421,23.606855154857133
2020-05-06,23.31480751475366,22.656624298980553,45.35635632818021,23.183011099633774
2020-05-07,22.768610866607883,22.704431610121237,45.04370543774155,23.787539699799343
2020-05-08,23.527557725222692,23.363202192837033,44.87357754512054,23.251856389530438
2020-05-09,22.82048412187668,22.838170189345327,44.87933006816761,23.74967480557318
2020-05-10,22.954408558280218,23.342748570612425,44.65805025509931,22.94324379093098
2020-05-11,22.52077117062079,22.431840090870498,45.51724288248633,22.929541093703772
2020-05-12,22.498518892852637,22.974830218197027,45.05807489915953,24.08867882287128
2020-05-13,22.480298279533798,22.84983951906451,45.53933550355236,23.592627433189275
2020-05-14,21.912684180062975,22.9461450849676,45.21899384290404,24.12217873288843
2020-05-15,22.665949334478636,23.647921546398116,45.034171653832416,23.510575551775798
2020-05-16,21.96955414886927,23.1588685481345,45.01981814632361,23.933331227558586
2020-05-17,22.13074996000623,23.691032900180176,44.774734186128086,23.054422733326778
2020-05-18,21.74080294047715,22.79816161265552,45.60819727953623,22.972442945726655
2020-05-19,21.77807497346953,23.34873126918965,45.12314280495159,24.06896814195879
2020-05-20,21.834223455299217,23.22023012726569,45.58006199680426,23.517248422222913
2020-05-21,21.354448195658453,23.301601634244566,45.23850082647632,23.999142350935347
2020-05-22,22.20729014124297,23.97699922184938,45.0369789347013,23.34872410919989
2020-05-23,21.620160519929712,23.45041880771716,45.011617576012014,23.742086811299856
2020-05-24,21.897992753594373,23.9345170239526,44.76212506243778,22.84352613185542
2020-05-25,21.629523052981657,22.98395144337904,45.59839237421556,22.751689889305307
2020-05-26,21.79043454254576,23.468388576467483,45.123655242896476,23.84794964082717
2020-05-27,21.969625188549237,23.26675659282504,45.59838374611463,23.30510177636922
2020-05-28,21.60952585864721,23.2696522528197,45.281783750470794,23.804319028074445
2020-05-29,22.57597129095313,23.863052917614723,45.111729202827114,23.178780154775772
2020-05-30,22.093800571086433,23.252901251717432,45.123413736978435,23.603500781992352
2020-05-31,22.465577472374946,23.653871969652805,44.9153692666375,22.741548751938282
2020-06-01,22.277934642346295,22.622658336939946,45.79610312024653,22.690228740128127
2020-06-02,22.50477467159523,23.030925704366876,45.367308650404574,23.82949123246564
2020-06-03,22.73358666967346,22.759510559496707,45.88780876707811,23.330672343054026
2020-06-04,22.405803294720783,22.700776085835855,45.615114976533896,23.87348436789271
2020-06-05,23.38669977528211,23.242276549418705,45.48541905320417,23.289683811253276
2020-06-06,22.901010739652037,22.591299458413282,45.53230389293088,23.752938892986414
2020-06-07,23.25165462844428,22.96359604523423,45.35281929945653,22.925078969531285
2020-06-08,23.026069483303477,21.916638796570982,46.25417240827259,22.90230979251823
2020-06-09,23.199393298953137,22.322554118530913,45.836985951440255,24.063648970682486
2020-06-10,23.360748069809638,22.06230919764412,46.359282259805006,23.57968751060741
2020-06-11,22.953553272232522,22.02806438215194,46.078074253378304,24.129596858722362
2020-06-12,23.845371549104115,22.60684347020192,45.92937948769333,23.544807865993953
2020-06-13,23.263463764218944,22.005090673669155,45.94694303485249,23.99888350549321
2020-06-14,23.513444918610855,22.437424366885995,45.72831451015502,23.15376776212277
2020-06-15,23.185546588859367,21.45992567034928,46.581528841154025,23.10599475112509
2020-06-16,23.257721096017796,21.94310906103257,46.1083442158431,24.235112708858495
2020-06-17,23.32184864775447,21.766152980947123,46.5681956731651,23.71242914235119
2020-06-18,22.823975336614623,21.81930051789541,46.219746469852225,24.217997090869204
2020-06-19,23.634086872770396,22.487581169238442,46.00085446500863,23.584269554307383
2020-06-20,22.98159724031408,21.97542099652388,45.947240729581836,23.985944635310428
2020-06-21,23.17394564280533,22.495449776479596,45.658507331832226,23.08618459326958
2020-06-22,22.802809069978892,21.60184169539336,46.444755697955735,22.982793685474466
2020-06-23,22.84716711599654,22.163335319420277,45.90976089437258,24.056610274179555
2020-06-24,22.89948142213103,22.05750943949751,46.31486225409419,23.480220315359258
2020-06-25,22.405918432252513,22.17322361715705,45.92045443023814,23.93491298318902
2020-06-26,23.23612079612486,22.894373355573634,45.665897997459744,23.254306236674083
2020-06-27,22.618706702787033,22.42452630883854,45.58813856077495,23.614165558863483
2020-06-28,22.85989023591437,22.97574745737028,45.287682894181586,22.678599665408985
2020-06-29,22.549729448245863,22.101949354415314,46.075184850284856,22.54621855792316
2020-06-30,22.665237806782834,22.671912981789454,45.55459745848448,23.598509791627734
2020-07-01,22.796620085391066,22.56355587119841,45.98705240052022,23.008540347415344
2020-07-02,22.387559815453386,22.666356624348154,45.632351383860325,23.45790501594729
2020-07-03,23.305061814088074,23.36508630224113,45.42888862726284,22.78034913313492
2020-07-04,22.77502706990158,22.864413864691894,45.4122931635093,23.15158881240131
2020-07-05,23.10095094551111,23.377694554628835,45.181438885074755,22.23551227395058
2020-07-06,22.87024919103079,22.46027846791942,46.04507415168844,22.13034734758581
2020-07-07,23.05744520958156,22.982486117785633,45.60502615541632,23.21705062947399
2020-07-08,23.250477496174696,22.823829018174145,46.120139745944684,22.66802521716285
2020-07-09,22.891052321771514,22.875385843651415,45.84783352920044,23.164087404734147
2020-07-10,23.844543318353054,23.523486074752086,45.724090575267695,22.538109607857177
2020-07-11,23.33561360980914,22.97426972007574,45.78217044627183,22.964862069229852
2020-07-12,23.666950088291202,23.442433349895175,45.61868841883969,22.107236341906635
2020-07-13,23.42561328582439,22.484500913248414,46.540311672571214,22.062435034222467
2020-07-14,23.586235583418834,22.971767233519632,46.147025657492875,23.21038273019329
2020-07-15,23.737326346469217,22.784493116196675,46.69612848418291,22.72246448510825
2020-07-16,23.321609102484366,22.814263332805186,46.443834470323736,23.278511808470732
2020-07-17,24.205892837379118,23.447659873331332,46.32530273020452,22.710463000991794
2020-07-18,23.61665384075834,22.8908193053395,46.373376342361844,23.192220068225886
2020-07-19,23.85871882899916,23.35818447873991,46.184677104127225,22.38588496206535
2020-07-20,23.521554237212484,22.40578881014926,47.06630511551303,22.387959472497897
2020-07-21,23.58239613528876,22.904220570046768,46.61909622981968,23.57776360794247
2020-07-22,23.63248129320001,22.732845415432493,47.101595399431154,23.12617887216537
2020-07-23,23.117306616727255,22.78219754355678,46.771627591485945,23.712636437178862
2020-07-24,23.906421243793638,23.437690800112446,46.56628304263373,23.168777238615572
2020-07-25,23.228930025202725,22.90421738355059,46.52060358741609,23.668306439388306
2020-07-26,23.392101194089452,23.394943084721394,46.23361655367261,22.873225286894215
2020-07-27,22.98758560686693,22.46463593673391,47.01496718745141,22.88002500572903
2020-07-28,22.99448369377747,22.982674313645287,46.46810456282672,24.068097905082176
2020-07-29,23.005522623771654,22.827311359359815,46.854181053647395,23.60847246906698
2020-07-30,22.467272430736244,22.888104820618622,46.43354916885884,24.180792789076428
2020-07-31,23.249906651671733,23.5496624165181,46.14567466153128,23.61696971287058
2020-08-01,22.582687091742596,23.01626932072332,46.02775473953268,24.091026480885354
2020-08-02,22.7725662486662,23.500705799548083,45.68068985344214,23.265322167272764
2020-08-03,22.410414629317753,22.55759117657219,46.41566184416919,23.23673781191275
2020-08-04,22.474109226052004,23.056399677806734,45.83727499848672,24.385080622811966
2020-08-05,22.554744907841204,22.875724781547063,46.20742141975581,23.88181315699796
2020-08-06,22.09689655868629,22.905701128751296,45.78675553691038,24.40702792213159
2020-08-07,22.968436227601153,23.531734346390074,45.51459734639369,23.79309479729119
2020-08-08,22.396083316674368,22.95910581191611,45.42755354166007,24.214504009370252
2020-08-09,22.68407949344738,23.40176107225878,45.12550496436496,23.334087894743533
2020-08-10,22.420493508728796,22.41561895646596,45.91821275071058,23.24920619612814
2020-08-11,22.580389987890033,22.871547976990954,45.40849895537575,24.34015009719735
2020-08-12,22.752121666026483,22.64958782587282,45.856161959757614,23.778871693985472
2020-08-13,22.377670594183215,22.64132630998975,45.51951008306253,24.24595911448358
2020-08-14,23.32254032063806,23.23358343360198,45.33533132289156,23.574284442903494
2020-08-15,22.811374922883058,22.632971039530126,45.33758649588126,23.938846942970518
2020-08-16,23.146694596232607,23.054638091290457,45.123472166847705,23.002994578852174
2020-08-17,22.915251227175734,22.055539949595147,46.00010359100231,22.864608374356095
2020-08-18,23.091236543881514,22.50737945819918,45.56777126185315,23.9045046349127
2020-08-19,23.26260115844282,22.290798734974356,46.08392920334778,23.29516159356162
2020-08-20,22.871409225437525,22.297732938850736,45.80479634101686,23.7176906014288
2020-08-21,23.78373029479394,22.915078456621405,45.665386939127124,23.00547898089117
2020-08-22,23.225244197855186,22.349244443639794,45.69825563492491,23.334027053167162
2020-08-23,23.499949027018804,22.81489809506352,45.49960196875346,22.36716241354398
2020-08-24,23.19647637309553,21.868242057293592,46.375983438043114,22.20321612556144
2020-08-25,23.291247510556445,22.379971611459638,45.92758979806048,23.223416042635534
2020-08-26,23.374730273997606,22.22949010688327,46.41223623025987,22.600604050389855
2020-08-27,22.89172307072872,22.307293274730814,46.08695656185718,23.016197623306244
2020-08-28,23.71116957080784,22.998674021269338,45.88801274308304,22.303823119547914
2020-08-29,23.061682065312525,22.508315610940205,45.84960669662131,22.63914365367866
2020-08-30,23.25016583286314,23.049082442339166,45.5699403684273,21.686064959714095
2020-08-31,22.868051022281826,22.17534553820177,46.35787425798932,21.542904254542403
2020-09-01,22.894368083250026,22.75598901488114,45.816138684693655,22.590777636070705
2020-09-02,22.921928762565262,22.66867460554195,46.20525718407199,22.002313110397157
2020-09-03,22.397541253093934,22.802273466672336,45.78506517858946,22.45860990662938
2020-09-04,23.191764987583873,23.540615511416707,45.494642222159804,21.79287172074066
2020-09-05,22.53438477180515,23.087122907673,45.370946097190895,22.180236889909388
2020-09-06,22.7329980062594,23.65363579287301,45.01479676735019,21.2839890071508
2020-09-07,22.379222579192497,22.793766329943868,45.73746258554897,21.201733013994215
2020-09-08,22.4517621731058,23.375926556644835,45.143805022615496,22.31379225954815
2020-09-09,22.54259132805113,23.27760649622613,45.49614314940123,21.79193349953036
2020-09-10,22.097188780848796,23.38781137710522,45.05572263452125,22.316340298933163
2020-09-11,22.984324112313395,24.090808058159922,44.762608907682434,21.719262214479315
2020-09-12,22.43157655785913,23.59074738978732,44.65429381409473,22.17486242794205
2020-09-13,22.74397853586978,24.100470890749705,44.3316644771341,21.34544695305216
2020-09-14,22.51028995661197,23.17483841873338,45.10558713128694,21.327660029847287
2020-09-15,22.706138269888573,23.68372305104843,44.58006219576592,22.500900672612303
2020-09-16,22.920284540749712,23.506250590251945,45.01611146238957,22.036066957814377
2020-09-17,22.594941898225134,23.533193652165323,44.673281463478716,22.61254790976203
2020-09-18,23.595649062526576,24.150671664390526,44.48958164332793,22.06188991792616
2020-09-19,23.146875447496814,23.564724827583824,44.50014534260524,22.557659872314133
2020-09-20,23.550748048518344,23.99007179125826,44.30326074378129,21.761687700488945
2020-09-21,23.393403919291206,22.983389104122796,45.2070227648583,21.770272519065877
2020-09-22,23.648201064780103,23.41626000542201,44.81256024102296,22.962607088848905
2020-09-23,23.90204615113072,23.169371255755582,45.377997246158216,22.509526797094725
2020-09-24,23.595763690772316,23.13486913681634,45.16003055155747,23.090502952783943
2020-09-25,24.594008061384685,23.70002698283548,45.09393980456777,22.537307186363456
2020-09-26,24.12089382918983,23.071793158467724,45.212316473068086,23.0238691526244
2020-09-27,24.478733927090378,23.465529903041936,45.11115687623692,22.212510314791626
2020-09-28,24.25438921184368,22.43828155560462,46.0965686482186,22.200138209076385
2020-09-29,24.4224623352672,22.861719956094305,45.768043566104836,23.3666561529637
2020-09-30,24.571594820351176,22.61634571897656,46.38245445663759,22.883694976262532
2020-10-01,24.14479285777283,22.59385627710502,46.19565734234525,23.431586988516855
2020-10-02,25.009284380694965,23.18083260556242,46.142514895146896,22.843009463135232
2020-10-03,24.392084394992594,22.583312881055118,46.25562706180705,23.292820373595283
2020-10-04,24.598659886304652,23.0155626519835,46.13141433506989,22.44426972982491
2020-10-05,24.21919981340647,22.03337903002922,47.076803496782446,22.395171501305985
2020-10-06,24.231725266583155,22.507075566995457,46.692469552551515,23.52629167862875
2020-10-07,24.228300924485644,22.31572528854119,47.236792642177456,23.010059624865537
2020-10-08,23.65527560388025,22.349571502111868,46.96741240284773,23.527523470953756
2020-10-09,24.383056713012266,22.993756991557753,46.82119737421557,22.911977328175816
2020-10-10,23.64159775068378,22.452938579311876,46.83291698772139,23.338783483845575
2020-10-11,23.738992190707478,22.940095417250323,46.601263397342954,22.471573284549777
2020-10-12,23.26768107875063,22.009867400632437,47.435474812016835,22.408411964594503
2020-10-13,23.20751098875715,22.53156938296692,46.93851587870479,23.53018314921175
2020-10-14,23.151904750821284,22.383457837506754,47.370975670305285,23.009300263159176
2020-10-15,22.54807370107281,22.455158941035343,46.992567413688825,23.526665576737738
2020-10-16,23.266776874640396,23.131408253600878,46.742049045060334,22.91530453930766
2020-10-17,22.537806535037397,22.616668751318603,46.65585342997031,23.350198345619923
2020-10-18,22.668593268718485,23.123935570860212,46.33407656015927,22.494498127035563
2020-10-19,22.25043750529607,22.208064077093248,47.087076174276376,22.44570563026541
2020-10-20,22.261603305487956,22.738767361248346,46.51863684918884,23.58407564672982
2020-10-21,22.29353571092109,22.594860442651665,46.88986231394342,23.08134689881937
2020-10-22,21.79112901051395,22.666660954779324,46.460679017510245,23.617721547761867
2020-10-23,22.62254971246879,23.339697446226136,46.16976963890816,23.025520379661344
2020-10-24,22.01479179527868,22.819293132435703,46.05322470029897,23.47903601235391
2020-10-25,22.272355511282484,23.319334622887745,45.71055966549199,22.64076692108297
2020-10-26,21.98355456903359,22.395563452259132,46.45134882054441,22.607616577468665
2020-10-27,22.123685480802052,22.91853775245159,45.87843065148004,23.75931243934923
2020-10-28,22.28131834969053,22.767842541951474,46.251844002639274,23.267151030264902
2020-10-29,21.89863452318149,22.834459552593398,45.83037748985351,23.8109888776613
2020-10-30,22.841313118843875,23.504448763951356,45.55154926246036,23.222906054007954
2020-10-31,22.334142404140046,22.983510387738633,45.4503036943503,23.677064443971048
2020-11-01,22.679745946453032,23.48573757218817,45.12507087087205,22.835943414978946
2020-11-02,22.464927270276945,22.566898214610006,45.8844387660604,22.79653716771958
2020-11-03,22.66386601334796,23.09739357520869,45.330391580883315,23.938768589082517
2020-11-04,22.864424278320808,22.95647230886195,45.72227247777878,23.434226056136627
2020-11-05,22.50848892238984,23.03461075745706,45.31835237298632,23.96314311841196
2020-11-06,23.461850994344562,23.717211368950483,45.055821309004926,23.35804841270461
2020-11-07,22.949799723313497,23.209187480666465,44.96948870634221,23.793608131312133
2020-11-08,23.275821257031474,23.72374402853113,44.65783834654683,22.932844346097212
2020-11-09,23.027907005129432,22.815691690411686,45.42968825096263,22.873313990167016
2020-11-10,23.181705832148275,23.354441127797116,44.887409464094546,23.995503899259354
2020-11-11,23.32678033517346,23.21825479715706,45.29086276681331,23.471548928587158
2020-11-12,22.906894058536913,23.29666594322569,44.898935989031465,23.982193780127936
2020-11-13,23.789833492637356,23.974215373280284,44.649499656342485,23.360426212922746
2020-11-14,23.20294303525242,23.455072968156582,44.578068613002195,23.781304722064803
2020-11-15,23.451765312669977,23.951852252173403,44.28381693530863,22.908164331056973
2020-11-16,23.126293286882678,23.01895436183553,45.07619781219708,22.838785716634707
2020-11-17,23.20406995559924,23.525587020476415,44.55812392116355,23.953783377455448
2020-11-18,23.276397293970714,23.350035078093708,44.98986879847085,23.425320078843193
2020-11-19,22.78858251769946,23.382091491101768,44.6305732522882,23.934068324698554
2020-11-20,23.60972652206597,24.00679880276315,44.418175790468005,23.312846541718063
2020-11-21,22.96823343744698,23.429067759654536,44.38805575857718,23.736452969468044
2020-11-22,23.17043419772758,23.862481296482112,44.13903733437696,22.867880706967483
2020-11-23,22.80683077375137,22.86262037475627,44.980006637158844,22.804498844458728
2020-11-24,22.85519683015334,23.30005766245379,44.513097788763346,23.926455013578735
2020-11-25,22.906796138316324,23.05459621915791,44.997608447874306,23.40540613368895
2020-11-26,22.40664625631823,23.01766287657066,44.691528598500895,23.921497588171277
2020-11-27,23.2233315308261,23.576007377922444,44.53150101131564,23.30701795188209
2020-11-28,22.584543360448446,22.93627507452489,44.5515012492633,23.736251669491143
2020-11-29,22.795739448627693,23.31376270148393,44.34888429153165,22.87171253027176
2020-11-30,22.44642740205282,22.265695097916318,45.231048745381344,22.810342270143398
2020-12-01,22.51330705127728,22.664170288584295,44.798673015541084,23.93192906239975
2020-12-02,22.586531403802233,22.3903515293569,45.30968235218153,23.407852146601876
2020-12-03,22.11001232200354,22.33681740987439,45.0208288735963,23.918072362178876
2020-12-04,22.951273611232196,22.891222404348145,44.86770126619763,23.29479531562246
2020-12-05,22.337028178548934,22.260836879788027,44.88345034016705,23.712329277330554
2020-12-06,22.571869840922545,22.661277141646416,44.664875899302245,22.83332044810761
2020-12-07,22.244584153647917,21.649764254367867,45.51912440908539,22.75494982621268
2020-12-08,22.331311843188296,22.098059712357646,45.04695052690154,23.857346445971558
2020-12-09,22.421824177487157,21.886656987526546,45.50670033353376,23.312323357218286
2020-12-10,21.95983601937989,21.90714022050412,45.15589754246097,23.80035633963362
2020-12-11,22.81285914035987,22.545862362730926,44.93124886265513,23.154232409688927
2020-12-12,22.20777258591958,22.008511437063984,44.86735448107077,23.548890637710464
2020-12-13,22.449501033903587,22.50887490471315,44.562769238443884,22.647638416824165
2020-12-14,22.12730609655135,21.60214004761231,45.32666442769684,22.548327982129997
2020-12-15,22.21792492664886,22.157877398978016,44.76204404666265,23.631748567711693
2020-12-16,22.311816406057005,22.05428501856677,45.129674417590216,23.070341217911
2020-12-17,21.8534417443846,22.18060349699302,44.689609801764604,23.545156905057375
2020-12-18,22.71108324744781,22.92085249830779,44.38113177959532,22.889485660871856
2020-12-19,22.112379290428347,22.478455937115136,44.241390156243526,23.278679859385452
2020-12-20,22.362967700907713,23.065064177181764,43.87139290929169,22.376355365511827
2020-12-21,22.052743745099217,22.233909575600652,44.582597144107886,22.280555853765243
2020-12-22,22.158968258799348,22.852840880970405,43.98005695939471,23.372136108477754
