ds,yhat,yhat_lower,yhat_upper
2024-07-20 00:00:00,945709.0676510452,890083.5115454018,1004346.0471132102
2024-07-21 00:00:00,923710.0378910694,866324.4382389548,981225.9347017463
2024-07-22 00:00:00,905319.1353744362,849831.8463850771,960898.2989380346
2024-07-23 00:00:00,891253.1848890763,836718.305803045,951868.1648669008
2024-07-24 00:00:00,882090.892986902,824672.9494537086,934077.2152327774
2024-07-25 00:00:00,878255.2121081674,822126.1227636077,937550.2914246474
2024-07-26 00:00:00,880000.7186217287,819586.8599719408,938657.1739816512
2024-07-27 00:00:00,887406.3368146247,834007.4399166366,944558.6012201154
2024-07-28 00:00:00,900373.5745599282,841720.9045673877,961105.9714776147
2024-07-29 00:00:00,918630.2671351654,864335.203308705,979038.4127555899
2024-07-30 00:00:00,941739.6585490516,884814.880629608,995953.9589948948
2024-07-31 00:00:00,969114.4897021255,911848.9359865597,1027916.258722483
2024-08-01 00:00:00,1000035.6144669605,938976.0717386517,1057158.6179168583
2024-08-02 00:00:00,1033674.532609849,974448.4137808807,1090480.5563008767
2024-08-03 00:00:00,1069119.1161457344,1011204.4088008644,1125392.407096674
2024-08-04 00:00:00,1105401.7163969418,1049152.566914616,1158592.8943078057
2024-08-05 00:00:00,1141528.775085978,1083906.6831001814,1200159.7903569972
2024-08-06 00:00:00,1176511.0259203434,1116688.806523083,1234908.398574365
2024-08-07 00:00:00,1209393.3641096856,1152468.3638711623,1265288.607115536
2024-08-08 00:00:00,1239283.4801008159,1184213.8195466602,1295190.0373210937
2024-08-09 00:00:00,1265378.3996520592,1205081.6689076766,1327393.1007349368
2024-08-10 00:00:00,1286988.1435606494,1232776.429683436,1342657.1930577257
2024-08-11 00:00:00,1303555.814530741,1249783.2937514014,1363051.1709974518
2024-08-12 00:00:00,1314673.5327568864,1255668.1731320668,1372439.0274926557
2024-08-13 00:00:00,1320093.7721995665,1262689.7371514568,1378378.943037096
2024-08-14 00:00:00,1319735.7921812758,1264781.040017136,1377256.7625334107
2024-08-15 00:00:00,1313687.009435027,1258821.8193712626,1372897.0203383698
2024-08-16 00:00:00,1302199.3095058815,1243632.3188283106,1359549.6018196596
2024-08-17 00:00:00,1285680.448801497,1228118.3735572216,1338447.939783247
2024-08-18 00:00:00,1264680.845057445,1208510.1142024568,1320756.6117924312
2024-08-19 00:00:00,1239876.1901726278,1182523.312594003,1294038.5537756432
2024-08-20 00:00:00,1212046.441302295,1158334.6623329797,1269478.789365674
2024-08-21 00:00:00,1182051.8502350582,1132292.7672494,1236684.159932836
2024-08-22 00:00:00,1150806.7744625383,1093907.4040322856,1207801.746125237
2024-08-23 00:00:00,1119252.073653952,1062889.1176513499,1178768.364147915
2024-08-24 00:00:00,1088326.930873323,1031484.5674379575,1148752.4593445759
2024-08-25 00:00:00,1058940.9479708245,1001426.9432490582,1115164.0341768567
2024-08-26 00:00:00,1031947.34905876,975645.0630442724,1085181.0417968044
2024-08-27 00:00:00,1008118.0855427278,955039.5740202228,1067861.5170411495
2024-08-28 00:00:00,988121.5722486784,928821.8557455469,1045703.1135047326
2024-08-29 00:00:00,972503.6988876065,913506.9595474892,1031932.0688959124
2024-08-30 00:00:00,961672.657191201,901692.1738486617,1021320.2168522966
2024-08-31 00:00:00,955888.0047976576,898795.3794790516,1014015.7899689235
2024-09-01 00:00:00,955254.2561116955,895238.9728217024,1007634.7836051349
2024-09-02 00:00:00,959719.1519100092,901322.90847818,1017433.2300216526
2024-09-03 00:00:00,969076.617672756,911206.9140745823,1027075.2390229274
2024-09-04 00:00:00,982974.2797642283,928134.0616852551,1038293.1640394359
2024-09-05 00:00:00,1000925.2729141322,944277.3460252947,1053350.0272861442
2024-09-06 00:00:00,1022323.9459764555,965633.8952852654,1078776.8040031327
2024-09-07 00:00:00,1046464.9594420302,989663.9056809837,1101807.350850995
2024-09-08 00:00:00,1072565.1709090618,1015203.2198884377,1130953.6913481888
2024-09-09 00:00:00,1099787.6265143293,1041826.7748652825,1155871.8051127829
2024-09-10 00:00:00,1127266.9193566018,1071168.378943269,1185703.6967512462
2024-09-11 00:00:00,1154135.1417706052,1092589.9127382506,1210501.6714418156
2024-09-12 00:00:00,1179547.6477467977,1117931.3535091938,1235498.5716605978
2024-09-13 00:00:00,1202707.8549772226,1147090.884255914,1258036.3761208295
2024-09-14 00:00:00,1222890.352322444,1165074.8150198904,1278699.8784971486
2024-09-15 00:00:00,1239461.6366739464,1186217.3924787752,1298748.429196051
2024-09-16 00:00:00,1251897.881242056,1194283.2431654304,1306865.2282924908
2024-09-17 00:00:00,1259799.2327465059,1200332.7797978162,1314585.9902454482
2024-09-18 00:00:00,1262900.2447559778,1204538.6278923824,1317543.9550771825
2024-09-19 00:00:00,1261076.175083362,1206663.2412240051,1316295.2561912457
2024-09-20 00:00:00,1254345.002934121,1194218.0122668003,1313267.6482081683
2024-09-21 00:00:00,1242865.1525073186,1186129.6173029537,1302143.7896333043
2024-09-22 00:00:00,1226929.0399309571,1171290.0514650655,1285622.865207338
2024-09-23 00:00:00,1206952.6858606585,1151183.194418196,1264447.7985540205
2024-09-24 00:00:00,1183461.7529766792,1125028.6531160416,1240372.653485285
2024-09-25 00:00:00,1157074.4725249836,1098142.0011925963,1214820.3552965198
2024-09-26 00:00:00,1128482.0138398707,1073681.206449707,1184036.3814713291
2024-09-27 00:00:00,1098426.922879534,1042849.0731499419,1155277.5591892302
2024-09-28 00:00:00,1067680.3081137058,1009948.9145286215,1127149.3851725326
2024-09-29 00:00:00,1037018.4832361562,981296.8334458512,1095677.8660766126
2024-09-30 00:00:00,1007199.7853078771,950971.8731659134,1068690.0959223593
2024-10-01 00:00:00,978942.27401392,918766.3921457644,1040669.1334094874
2024-10-02 00:00:00,952902.9832809055,894074.1885127282,1007850.5140899216
2024-10-03 00:00:00,929659.3417985521,876322.9038192487,984663.6728421646
2024-10-04 00:00:00,909693.3058535868,853197.5190699797,969504.5831540669
2024-10-05 00:00:00,893378.6586919005,838988.3919095587,950066.7469178659
2024-10-06 00:00:00,880971.8282758867,828367.9384471283,937646.4973376329
2024-10-07 00:00:00,872606.4629991418,818056.6655876922,927057.4031969138
2024-10-08 00:00:00,868291.8862339217,814635.0908303147,927500.4036866879
2024-10-09 00:00:00,867915.429192653,811820.7851498022,925360.376976729
2024-10-10 00:00:00,871248.5212643273,805019.892097132,924862.3766485879
2024-10-11 00:00:00,877956.3014209426,819076.8773703502,931766.7484337076
2024-10-12 00:00:00,887610.4070406645,831078.6227363877,944149.7985787466
2024-10-13 00:00:00,899704.5007854233,843566.935849825,955617.7211432832
2024-10-14 00:00:00,913672.0149091573,856893.1993656374,971743.9848522595
2024-10-15 00:00:00,928905.5279477736,873136.8657777443,987649.8064830694
2024-10-16 00:00:00,944777.1430560093,886051.3839242039,998618.2351284063
2024-10-17 00:00:00,960659.2115854386,904054.0034463065,1014621.5869227198
2024-10-18 00:00:00,975944.7405158677,920884.4431855631,1038327.2406861078
2024-10-19 00:00:00,990066.8380764056,934093.1044150053,1046156.8963275506
2024-10-20 00:00:00,1002516.587708504,944738.5809448941,1057217.8414900363
2024-10-21 00:00:00,1012858.7951890681,959462.3166188684,1070243.2890706614
2024-10-22 00:00:00,1020745.1254369598,965987.2803334488,1074848.255782565
2024-10-23 00:00:00,1025924.2319396902,962733.065677718,1082814.9518707187
2024-10-24 00:00:00,1028248.5800727652,971380.8653158504,1085084.6228321914
2024-10-25 00:00:00,1027677.7727190175,967433.2161322617,1083251.6803865624
2024-10-26 00:00:00,1024278.2991349417,967469.3511608066,1083511.573872314
2024-10-27 00:00:00,1018219.7424084338,959188.4012721714,1076362.628758517
2024-10-28 00:00:00,1009767.5935212065,957440.5721089368,1064206.2043791015
2024-10-29 00:00:00,999272.9274679421,943660.5931686343,1059631.4006620247
2024-10-30 00:00:00,987159.2957278243,925445.6763282836,1042138.9061939566
2024-10-31 00:00:00,973907.2766000387,914702.8554533244,1030046.7152241748
2024-11-01 00:00:00,960037.1978090665,899829.2431402722,1017811.8090847057
2024-11-02 00:00:00,946090.6021146089,887440.6920763003,1001849.5787399858
2024-11-03 00:00:00,932611.0647587944,871008.648287612,991715.5245064157
2024-11-04 00:00:00,920124.9902704647,863812.7177507667,976638.0644087122
2024-11-05 00:00:00,909123.0149442673,846463.0760616747,964060.5778331821
2024-11-06 00:00:00,900042.6202891956,843454.7404893656,954678.6831999259
2024-11-07 00:00:00,893252.5226364502,837718.20278584,952187.3686605906
2024-11-08 00:00:00,889039.346201699,835693.6690611996,946708.7059452882
2024-11-09 00:00:00,887597.0130908035,826978.6819837696,943786.7029099859
2024-11-10 00:00:00,889019.1963619388,831226.5215184035,946047.2067776744
2024-11-11 00:00:00,893295.08408725,832258.5121924712,946681.5151043141
2024-11-12 00:00:00,900308.5964959469,846537.5405514912,962084.3863001927
2024-11-13 00:00:00,909841.0880622817,850134.4045820368,966673.5249896923
2024-11-14 00:00:00,921577.4552920868,866043.185660534,979116.0845548499
2024-11-15 00:00:00,935115.4624509633,880090.6848062732,991940.3888997044
2024-11-16 00:00:00,949977.9949533389,891291.3241935733,1007369.0615506601
2024-11-17 00:00:00,965627.8568239402,904566.406148642,1021217.3568190169
2024-11-18 00:00:00,981484.6474442657,924052.046739737,1034815.9664465447
2024-11-19 00:00:00,996943.186260628,941240.9294900262,1057985.3719502243
2024-11-20 00:00:00,1011392.904312056,955050.9030023081,1069624.4150410104
2024-11-21 00:00:00,1024237.5899045282,966437.3356012647,1082535.5351650564
2024-11-22 00:00:00,1034914.8634781261,978424.7722374403,1090950.7903852693
2024-11-23 00:00:00,1042914.7640559776,984845.9171554048,1101450.5692919416
2024-11-24 00:00:00,1047796.8564170101,992642.1867298047,1103451.5931483402
2024-11-25 00:00:00,1049205.3134200452,992651.3336692974,1102007.960962893
2024-11-26 00:00:00,1046881.490335992,983830.7285406298,1101329.7407665527
2024-11-27 00:00:00,1040673.5856454464,983489.3478365217,1090937.8763825495
2024-11-28 00:00:00,1030543.0731101291,975727.7923020916,1084532.0175744053
2024-11-29 00:00:00,1016567.6901983082,957387.9034251199,1072558.184222762
2024-11-30 00:00:00,998940.8750118548,942564.620936749,1056798.7018895454
2024-12-01 00:00:00,977967.6543720727,925528.7631839514,1033149.6551833788
2024-12-02 00:00:00,954057.0962285175,897018.1509900321,1015447.2494719608
2024-12-03 00:00:00,927711.5465912438,871024.6029176768,986745.9855800249
2024-12-04 00:00:00,899512.9714407936,842287.6624491076,958377.9351830654
2024-12-05 00:00:00,870106.8143587911,813772.0296384445,928263.8313758328
2024-12-06 00:00:00,840183.8581843445,782835.0999116855,900121.5525822203
2024-12-07 00:00:00,810460.6413443786,753812.6859671572,862877.9092983264
2024-12-08 00:00:00,781659.0247401159,720745.7801013829,837989.7955696923
2024-12-09 00:00:00,754485.5317305038,696015.4427721318,811143.7272680323
2024-12-10 00:00:00,729611.0910354401,673712.4294278071,789036.1902301854
2024-12-11 00:00:00,707651.8000169658,648869.6290996979,763105.1858415378
2024-12-12 00:00:00,689151.2942021677,628781.883608082,746793.1480287845
2024-12-13 00:00:00,674565.2590470642,621948.3584926372,737757.1070868262
2024-12-14 00:00:00,664248.5533572586,606048.5686865365,724136.9801033895
2024-12-15 00:00:00,658445.3325778049,602007.4018814304,718618.531683755
2024-12-16 00:00:00,657282.4668568994,600669.4374759652,712669.7043626888
2024-12-17 00:00:00,660766.4463100396,603440.9663223869,719483.9135801975
2024-12-18 00:00:00,668783.8574590825,609078.2077109995,730274.7426678909
2024-12-19 00:00:00,681105.4038129598,625492.7939734864,741057.622666256
2024-12-20 00:00:00,697393.3334489489,640275.4280810565,752885.0622391638
2024-12-21 00:00:00,717212.0307398166,664056.4825355182,774079.8453320721
2024-12-22 00:00:00,740041.4313436764,677708.1233935364,798365.1109787066
2024-12-23 00:00:00,765292.8323551926,704566.406390007,817759.5436813674
2024-12-24 00:00:00,792326.5958227415,733278.9667590064,852741.2874318073
2024-12-25 00:00:00,820471.1860494437,760820.5093409194,874875.8422810702
2024-12-26 00:00:00,849042.9409968142,792444.1528346285,903040.3298644592
2024-12-27 00:00:00,877365.9570433067,822798.4571224714,935831.4749426149
2024-12-28 00:00:00,904791.4649318281,846267.3963914455,961076.902130416
2024-12-29 00:00:00,930716.0931129662,870761.6171669324,986916.7714579342
2024-12-30 00:00:00,954598.452228585,898578.3604033169,1015660.096574688
2024-12-31 00:00:00,975973.5300651041,918286.1258321138,1033335.9173574772
2025-01-01 00:00:00,994464.4581737503,938222.795484466,1052602.2222593795
2025-01-02 00:00:00,1009791.2972514601,947603.8013276568,1065586.0450262039
2025-01-03 00:00:00,1021776.5856065742,963671.2877151731,1080424.7960502694
2025-01-04 00:00:00,1030347.5004780767,973505.4986011897,1087549.5419546366
2025-01-05 00:00:00,1035534.5923341436,980192.7512246688,1089559.5604250683
2025-01-06 00:00:00,1037467.1639813321,977541.8823114439,1095044.0694674908
2025-01-07 00:00:00,1036365.4758205619,978410.7417764935,1092261.266766354
2025-01-08 00:00:00,1032530.0623482848,975248.7695162542,1091129.7011924535
2025-01-09 00:00:00,1026328.5396754314,968444.4892133115,1082169.6567575592
2025-01-10 00:00:00,1018180.366331071,958874.0307668142,1072088.4704209818
2025-01-11 00:00:00,1008540.0872224631,951993.5258900683,1062428.6826454727
2025-01-12 00:00:00,997879.6410872119,937853.579229746,1057082.4801495469
2025-01-13 00:00:00,986670.3433758679,926472.6216549992,1043909.6444469193
2025-01-14 00:00:00,975365.1681139368,918918.2715191017,1033731.5681921565
2025-01-15 00:00:00,964381.9434269484,908268.8350097156,1021966.9989098735
2025-01-16 00:00:00,954088.0462054312,897595.6257935348,1008701.1904196104
2025-01-17 00:00:00,944787.1326729103,888973.4903793285,1006932.1590061819
2025-01-18 00:00:00,936708.3748065227,876030.2083558855,998005.9811593185
2025-01-19 00:00:00,929998.5896914063,871361.2655438465,989458.8382133597
2025-01-20 00:00:00,924717.5525333785,861533.2148955702,982589.4805932669
2025-01-21 00:00:00,920836.6771842747,857501.712768521,978007.0109498228
2025-01-22 00:00:00,918241.1340832515,859868.5700111713,975593.213502085
2025-01-23 00:00:00,916735.3580613794,858377.2914835219,976457.2167014352
2025-01-24 00:00:00,916051.7813319846,857864.0655995829,972539.3955508589
2025-01-25 00:00:00,915862.5139775235,857659.4685439263,973333.0914476288
2025-01-26 00:00:00,915793.589073981,857513.4471920263,971205.8557678412
2025-01-27 00:00:00,915441.2958000127,859023.3898577981,972137.7325209749
2025-01-28 00:00:00,914390.0446325069,860653.6555207401,971121.2428494354
2025-01-29 00:00:00,912231.1467996557,857690.484019995,976430.410592709
2025-01-30 00:00:00,908581.8478402426,846388.2418342922,967864.1178286618
2025-01-31 00:00:00,903103.933987959,841338.042095311,957512.2743956413
2025-02-01 00:00:00,895521.2312395815,839449.4510827583,948531.424896389
2025-02-02 00:00:00,885635.3406370725,829227.2068970184,942998.8857224338
2025-02-03 00:00:00,873338.9991112794,822211.8933951154,930339.8638221264
2025-02-04 00:00:00,858626.5220971452,798169.0014415481,914787.0944171121
2025-02-05 00:00:00,841600.8702266378,781853.60998184,897820.9570767849
2025-02-06 00:00:00,822476.9853297863,762887.2920065265,883391.7870935008
2025-02-07 00:00:00,801581.1577045384,742387.43436816,857848.8501269695
2025-02-08 00:00:00,779346.3136981928,720451.5799392468,832153.4194195888
2025-02-09 00:00:00,756303.2461813183,698467.013628841,816234.5657761269
2025-02-10 00:00:00,733067.946395936,675283.2476681508,785519.4934585256
2025-02-11 00:00:00,710325.3296030688,655018.842422264,767574.057838455
2025-02-12 00:00:00,688809.7746950621,637962.7347499997,748130.2714828708
2025-02-13 00:00:00,669283.015263722,613286.7633544311,724155.234619488
2025-02-14 00:00:00,652510.0226339587,593341.2208850784,712720.3192906504
2025-02-15 00:00:00,639233.6065186269,582388.4451710333,696421.8376653573
2025-02-16 00:00:00,630148.5231658905,571838.3050239921,686846.6211109641
2025-02-17 00:00:00,625875.921688052,570762.6882268962,683508.0068308708
2025-02-18 00:00:00,626938.9748868112,571310.2210865412,683929.0324495159
2025-02-19 00:00:00,633740.5302599316,579441.9728805494,695143.3052060817
2025-02-20 00:00:00,646543.5797417667,589408.0668947701,702634.8368466944
2025-02-21 00:00:00,665455.2836095733,607493.0785735355,720199.7189950659
2025-02-22 00:00:00,690415.196242711,635711.6887272432,750128.2619597604
2025-02-23 00:00:00,721188.2311639823,663362.8060414911,777233.4699785324
2025-02-24 00:00:00,757362.7728765028,700555.3502742709,814093.9455013608
2025-02-25 00:00:00,798354.1969234725,739173.8425549383,855421.6448876286
2025-02-26 00:00:00,843413.9014268217,786311.5416350758,900837.4423607166
2025-02-27 00:00:00,891643.7875751705,833375.3547498062,946805.1136367796
2025-02-28 00:00:00,942015.9580033339,884674.9588541023,996241.2426667315
2025-03-01 00:00:00,993397.235701164,937281.2822869926,1046149.8224833092
2025-03-02 00:00:00,1044577.9470752424,986489.6915697497,1098500.5758322885
2025-03-03 00:00:00,1094304.2659927765,1038037.3134924772,1153476.6020337318
2025-03-04 00:00:00,1141313.285718815,1079887.2661898737,1194825.6837998636
2025-03-05 00:00:00,1184369.876873927,1130064.676223357,1239636.6465467487
2025-03-06 00:00:00,1222304.3056381682,1165709.1188174374,1272842.9655129358
2025-03-07 00:00:00,1254049.530439494,1202583.8317701246,1315262.0876003199
2025-03-08 00:00:00,1278677.06962184,1218055.7877393526,1337833.5284309683
2025-03-09 00:00:00,1295430.3385582217,1237798.984611648,1352271.9376372157
2025-03-10 00:00:00,1303754.3929071727,1248850.7952378318,1363643.01945462
2025-03-11 00:00:00,1303321.0848789306,1247677.2286480917,1359945.2152749097
2025-03-12 00:00:00,1294048.7401641945,1233943.2650509856,1349522.3179322963
2025-03-13 00:00:00,1276115.5923928092,1215288.2736522034,1331873.378156273
2025-03-14 00:00:00,1249966.366555927,1187437.0160295046,1307333.373097718
2025-03-15 00:00:00,1216311.5788878808,1157566.4512689472,1272556.8098267482
2025-03-16 00:00:00,1176119.313713405,1116765.43361699,1236118.3603765403
2025-03-17 00:00:00,1130599.4425892963,1075448.843426191,1186342.7518460003
2025-03-18 00:00:00,1081180.4621578946,1020912.153214183,1136818.0215565236
2025-03-19 00:00:00,1029479.338645146,971649.7170869276,1085480.1767036708
2025-03-20 00:00:00,977264.9528886034,916917.2928546516,1037612.328284743
2025-03-21 00:00:00,926415.93429847,863921.8921569308,984539.6004843003
2025-03-22 00:00:00,878873.8495029362,820404.7409320886,939537.4423590882
2025-03-23 00:00:00,836592.866305389,782036.1532106989,892061.8056143139
2025-03-24 00:00:00,801487.141201519,744867.2543452345,860323.2565420498
2025-03-25 00:00:00,775377.2749841991,718081.4960642508,838043.3271271053
2025-03-26 00:00:00,759937.2425798348,701734.4797435723,815307.6236045065
2025-03-27 00:00:00,756643.2278626062,699835.7163009446,813304.4547811958
2025-03-28 00:00:00,766725.7803750827,708473.2207033267,819216.2049241676
2025-03-29 00:00:00,791126.6582964654,733339.4157193277,848497.8544103489
2025-03-30 00:00:00,830461.6313715655,771431.1534814675,883204.9807845124
2025-03-31 00:00:00,884990.3906265388,828218.9547187379,941337.9595209977
2025-04-01 00:00:00,954594.5513585286,902211.129482528,1009710.9152522952
2025-04-02 00:00:00,1038764.5458656073,985325.8961432162,1093822.9152425802
2025-04-03 00:00:00,1136595.9873487586,1079731.8950576256,1191159.0425128222
2025-04-04 00:00:00,1246795.8517193003,1189551.8821445142,1307119.1044277444
2025-04-05 00:00:00,1367698.5757434473,1313623.7527512927,1428623.52669646
2025-04-06 00:00:00,1497291.9144821414,1440979.0762171533,1555213.1972848803
2025-04-07 00:00:00,1633252.145087869,1576403.3660932772,1691853.4078795596
2025-04-08 00:00:00,1772987.9545588433,1715555.7557760838,1833093.7231328934
2025-04-09 00:00:00,1913692.1127748215,1856945.2281569932,1975112.0223117212
2025-04-10 00:00:00,2052399.8155211904,1996182.1826275398,2110818.661179674
2025-04-11 00:00:00,2186052.391310498,2129330.2727849158,2244171.933433434
2025-04-12 00:00:00,2311564.905990172,2258378.7981031835,2372135.441170136
2025-04-13 00:00:00,2425896.0750819263,2367418.37808326,2483150.132824662
2025-04-14 00:00:00,2526118.8091716534,2465703.30010754,2586127.4550645845
2025-04-15 00:00:00,2609489.6752316146,2554034.7172430013,2666955.0727908295
2025-04-16 00:00:00,2673515.5580626177,2614096.7599652214,2726419.156752879
2025-04-17 00:00:00,2716015.8515450703,2658365.9017102304,2774210.2451492157
2025-04-18 00:00:00,2735178.5983615434,2675796.9921424678,2791007.474682421
2025-04-19 00:00:00,2729609.127389562,2673024.435067703,2785652.4679280976
2025-04-20 00:00:00,2698369.9070371315,2642689.2580460934,2758979.6511863424
2025-04-21 00:00:00,2641010.5363379912,2587009.7620247356,2694603.052735392
2025-04-22 00:00:00,2557587.028620709,2500570.3392237276,2618504.1751556383
2025-04-23 00:00:00,2448669.799164863,2389246.079208933,2505226.255275589
2025-04-24 00:00:00,2315340.041972683,2257479.76189509,2368109.786823081
2025-04-25 00:00:00,2159174.464611249,2102682.8896350395,2214386.5253250794
2025-04-26 00:00:00,1982218.6367014255,1925900.764671131,2038356.4061308785
2025-04-27 00:00:00,1786949.4896568886,1730323.0154708852,1845169.2504782788
2025-04-28 00:00:00,1576227.7753299174,1516076.6823301835,1634475.358499467
2025-04-29 00:00:00,1353241.5423049303,1289026.703641691,1410679.9717133543
2025-04-30 00:00:00,1121441.9140458447,1063844.175711765,1178327.0423099266
2025-05-01 00:00:00,884472.6470914988,826679.211107796,945563.0374696789
Total Forecasted Sales,350345883.3645643,,
